-19.142738,8.067073,2011-03-24T21:10:04
-19.092943,8.071599,2011-03-24T21:25:56
-19.043149,8.076125,2011-03-24T21:41:48
-18.993354,8.080650,2011-03-24T21:57:40
-18.943559,8.085176,2011-03-24T22:13:32
-18.893764,8.089702,2011-03-24T22:29:24
-18.843969,8.094227,2011-03-24T22:45:16
-18.794175,8.098753,2011-03-24T23:01:08
-18.744380,8.103279,2011-03-24T23:17:00
-18.694585,8.107805,2011-03-24T23:32:52
-18.644790,8.112330,2011-03-24T23:48:44
-18.594996,8.116856,2011-03-25T00:04:36
-18.545201,8.121382,2011-03-25T00:20:28
-18.495406,8.125907,2011-03-25T00:36:20
-18.445611,8.130433,2011-03-25T00:52:12
-18.395817,8.134959,2011-03-25T01:08:04
-18.346022,8.139485,2011-03-25T01:23:56
-18.296227,8.144010,2011-03-25T01:39:48
-18.246432,8.148536,2011-03-25T01:55:40
-18.196638,8.153062,2011-03-25T02:11:32
-18.146843,8.157587,2011-03-25T02:27:24
-18.097048,8.162113,2011-03-25T02:43:16
-18.047253,8.166639,2011-03-25T02:59:08
-17.997459,8.171165,2011-03-25T03:15:00
-17.947664,8.175690,2011-03-25T03:30:52
-17.897869,8.180216,2011-03-25T03:46:44
-17.848074,8.184742,2011-03-25T04:02:36
-17.798280,8.189267,2011-03-25T04:18:28
-17.748485,8.193793,2011-03-25T04:34:20
-17.698690,8.198319,2011-03-25T04:50:12
-17.648895,8.202844,2011-03-25T05:06:04
-17.599101,8.207370,2011-03-25T05:21:56
-17.549306,8.211896,2011-03-25T05:37:48
-17.499511,8.216422,2011-03-25T05:53:40
-17.449716,8.220947,2011-03-25T06:09:32
-17.399922,8.225473,2011-03-25T06:25:24
-17.350127,8.229999,2011-03-25T06:41:16
-17.300332,8.234524,2011-03-25T06:57:08
-17.250537,8.239050,2011-03-25T07:13:00
-17.200742,8.243576,2011-03-25T07:28:52
-17.150948,8.248102,2011-03-25T07:44:44
-17.101153,8.252627,2011-03-25T08:00:36
-17.051358,8.257153,2011-03-25T08:16:28
-17.001563,8.261679,2011-03-25T08:32:20
-16.951769,8.266204,2011-03-25T08:48:12
-16.901974,8.270730,2011-03-25T09:04:04
-16.852179,8.275256,2011-03-25T09:19:56
-16.802384,8.279782,2011-03-25T09:35:48
-16.752590,8.284307,2011-03-25T09:51:40
-16.702795,8.288833,2011-03-25T10:07:32
-16.653000,8.293359,2011-03-25T10:23:24
-16.603205,8.297884,2011-03-25T10:39:16
-16.553411,8.302410,2011-03-25T10:55:08
-16.503616,8.306936,2011-03-25T11:11:00
-16.453821,8.311462,2011-03-25T11:26:52
-16.404026,8.315987,2011-03-25T11:42:44
-16.354232,8.320513,2011-03-25T11:58:36
-16.304437,8.325039,2011-03-25T12:14:28
-16.254642,8.329564,2011-03-25T12:30:20
-16.204847,8.334090,2011-03-25T12:46:12
-16.155053,8.338616,2011-03-25T13:02:04
-16.105258,8.343141,2011-03-25T13:17:56
-16.055463,8.347667,2011-03-25T13:33:48
-16.005668,8.352193,2011-03-25T13:49:40
-15.955874,8.356719,2011-03-25T14:05:32
-15.906079,8.361244,2011-03-25T14:21:24
-15.856284,8.365770,2011-03-25T14:37:16
-15.806489,8.370296,2011-03-25T14:53:08
-15.756694,8.374821,2011-03-25T15:09:00
-15.706900,8.379347,2011-03-25T15:24:52
-15.657105,8.383873,2011-03-25T15:40:44
-15.607310,8.388399,2011-03-25T15:56:36
-15.557515,8.392924,2011-03-25T16:12:28
-15.507721,8.397450,2011-03-25T16:28:20
-15.457926,8.401976,2011-03-25T16:44:12
-15.408131,8.406501,2011-03-25T17:00:04
-15.358336,8.411027,2011-03-25T17:15:56
-15.308542,8.415553,2011-03-25T17:31:48
-15.258747,8.420079,2011-03-25T17:47:40
-15.208952,8.424604,2011-03-25T18:03:32
-15.159157,8.429130,2011-03-25T18:19:24
-15.109363,8.433656,2011-03-25T18:35:16
-15.059568,8.438181,2011-03-25T18:51:08
-15.009773,8.442707,2011-03-25T19:07:00
-14.959978,8.447233,2011-03-25T19:22:52
-14.910184,8.451759,2011-03-25T19:38:44
-14.860389,8.456284,2011-03-25T19:54:36
-14.810594,8.460810,2011-03-25T20:10:28
-14.760799,8.465336,2011-03-25T20:26:20
-14.711005,8.469861,2011-03-25T20:42:12
-14.661210,8.474387,2011-03-25T20:58:04
-14.611415,8.478913,2011-03-25T21:13:56
-14.561620,8.483439,2011-03-25T21:29:48
-14.511826,8.487964,2011-03-25T21:45:40
-14.462031,8.492490,2011-03-25T22:01:32
-14.412236,8.497016,2011-03-25T22:17:24
-14.362441,8.501541,2011-03-25T22:33:16
-14.312646,8.506067,2011-03-25T22:49:08
-14.262852,8.510593,2011-03-25T23:05:00
-14.213057,8.515118,2011-03-25T23:20:52
-14.163262,8.519644,2011-03-25T23:36:44
-14.113467,8.524170,2011-03-25T23:52:36
-14.063673,8.528696,2011-03-26T00:08:28
-14.013878,8.533221,2011-03-26T00:24:20
-13.964083,8.537747,2011-03-26T00:40:12
-13.914288,8.542273,2011-03-26T00:56:04
-13.864494,8.546798,2011-03-26T01:11:56
-13.814699,8.551324,2011-03-26T01:27:48
-13.764904,8.555850,2011-03-26T01:43:40
-13.715109,8.560376,2011-03-26T01:59:32
-13.665315,8.564901,2011-03-26T02:15:24
-13.615520,8.569427,2011-03-26T02:31:16
-13.565725,8.573953,2011-03-26T02:47:08
-13.515930,8.578478,2011-03-26T03:03:00
-13.466136,8.583004,2011-03-26T03:18:52
-13.416341,8.587530,2011-03-26T03:34:44
-13.366546,8.592056,2011-03-26T03:50:36
-13.316751,8.596581,2011-03-26T04:06:28
-13.266957,8.601107,2011-03-26T04:22:20
-13.217162,8.605633,2011-03-26T04:38:12
-13.167367,8.610158,2011-03-26T04:54:04
-13.117572,8.614684,2011-03-26T05:09:56
-13.067778,8.619210,2011-03-26T05:25:48
-13.017983,8.623736,2011-03-26T05:41:40
-12.968188,8.628261,2011-03-26T05:57:32
-12.918393,8.632787,2011-03-26T06:13:24
-12.868599,8.637313,2011-03-26T06:29:16
-12.818804,8.641838,2011-03-26T06:45:08
-12.769009,8.646364,2011-03-26T07:01:00
-12.719214,8.650890,2011-03-26T07:16:52
-12.669419,8.655415,2011-03-26T07:32:44
-12.619625,8.659941,2011-03-26T07:48:36
-12.569830,8.664467,2011-03-26T08:04:28
-12.520035,8.668993,2011-03-26T08:20:20
-12.470240,8.673518,2011-03-26T08:36:12
-12.420446,8.678044,2011-03-26T08:52:04
-12.370651,8.682570,2011-03-26T09:07:56
-12.320856,8.687095,2011-03-26T09:23:48
-12.271061,8.691621,2011-03-26T09:39:40
-12.221267,8.696147,2011-03-26T09:55:32
-12.171472,8.700673,2011-03-26T10:11:24
-12.121677,8.705198,2011-03-26T10:27:16
-12.071882,8.709724,2011-03-26T10:43:08
-12.022088,8.714250,2011-03-26T10:59:00
-11.972293,8.718775,2011-03-26T11:14:52
-11.922498,8.723301,2011-03-26T11:30:44
-11.872703,8.727827,2011-03-26T11:46:36
-11.822909,8.732353,2011-03-26T12:02:28
-11.773114,8.736878,2011-03-26T12:18:20
-11.723319,8.741404,2011-03-26T12:34:12
-11.673524,8.745930,2011-03-26T12:50:04
-11.623730,8.750455,2011-03-26T13:05:56
-11.573935,8.754981,2011-03-26T13:21:48
-11.524140,8.759507,2011-03-26T13:37:40
-11.474345,8.764033,2011-03-26T13:53:32
-11.424551,8.768558,2011-03-26T14:09:24
-11.374756,8.773084,2011-03-26T14:25:16
-11.324961,8.777610,2011-03-26T14:41:08
-11.275166,8.782135,2011-03-26T14:57:00
-11.225371,8.786661,2011-03-26T15:12:52
-11.175577,8.791187,2011-03-26T15:28:44
-11.125782,8.795713,2011-03-26T15:44:36
-11.075987,8.800238,2011-03-26T16:00:28
-11.026192,8.804764,2011-03-26T16:16:20
-10.976398,8.809290,2011-03-26T16:32:12
-10.926603,8.813815,2011-03-26T16:48:04
-10.876808,8.818341,2011-03-26T17:03:56
-10.827013,8.822867,2011-03-26T17:19:48
-10.777219,8.827392,2011-03-26T17:35:40
-10.727424,8.831918,2011-03-26T17:51:32
-10.677629,8.836444,2011-03-26T18:07:24
-10.627834,8.840970,2011-03-26T18:23:16
-10.578040,8.845495,2011-03-26T18:39:08
-10.528245,8.850021,2011-03-26T18:55:00
-10.478450,8.854547,2011-03-26T19:10:52
-10.428655,8.859072,2011-03-26T19:26:44
-10.378861,8.863598,2011-03-26T19:42:36
-10.329066,8.868124,2011-03-26T19:58:28
-10.279271,8.872650,2011-03-26T20:14:20
-10.229476,8.877175,2011-03-26T20:30:12
-10.179682,8.881701,2011-03-26T20:46:04
-10.129887,8.886227,2011-03-26T21:01:56
-10.080092,8.890752,2011-03-26T21:17:48
-10.030297,8.895278,2011-03-26T21:33:40
-9.980503,8.899804,2011-03-26T21:49:32
-9.930708,8.904330,2011-03-26T22:05:24
-9.880913,8.908855,2011-03-26T22:21:16
-9.831118,8.913381,2011-03-26T22:37:08
-9.781324,8.917907,2011-03-26T22:53:00
-9.731529,8.922432,2011-03-26T23:08:52
-9.681734,8.926958,2011-03-26T23:24:44
-9.631939,8.931484,2011-03-26T23:40:36
-9.582144,8.936010,2011-03-26T23:56:28
-9.532350,8.940535,2011-03-27T00:12:20
-9.482555,8.945061,2011-03-27T00:28:12
-9.432760,8.949587,2011-03-27T00:44:04
-9.382965,8.954112,2011-03-27T00:59:56
-9.333171,8.958638,2011-03-27T01:15:48
-9.283376,8.963164,2011-03-27T01:31:40
-9.233581,8.967690,2011-03-27T01:47:32
-9.183786,8.972215,2011-03-27T02:03:24
-9.140144,8.949205,2011-03-27T02:19:16
-9.097010,8.923916,2011-03-27T02:35:08
-9.053877,8.898628,2011-03-27T02:51:00
-9.010743,8.873340,2011-03-27T03:06:52
-8.967610,8.848051,2011-03-27T03:22:44
-8.924476,8.822763,2011-03-27T03:38:36
-8.881343,8.797474,2011-03-27T03:54:28
-8.838209,8.772186,2011-03-27T04:10:20
-8.795076,8.746898,2011-03-27T04:26:12
-8.751942,8.721609,2011-03-27T04:42:04
-8.708809,8.696321,2011-03-27T04:57:56
-8.665675,8.671033,2011-03-27T05:13:48
-8.622542,8.645744,2011-03-27T05:29:40
-8.579408,8.620456,2011-03-27T05:45:32
-8.536275,8.595168,2011-03-27T06:01:24
-8.493141,8.569879,2011-03-27T06:17:16
-8.450008,8.544591,2011-03-27T06:33:08
-8.406874,8.519303,2011-03-27T06:49:00
-8.363741,8.494014,2011-03-27T07:04:52
-8.320607,8.468726,2011-03-27T07:20:44
-8.277474,8.443437,2011-03-27T07:36:36
-8.234340,8.418149,2011-03-27T07:52:28
-8.191207,8.392861,2011-03-27T08:08:20
-8.148073,8.367572,2011-03-27T08:24:12
-8.104940,8.342284,2011-03-27T08:40:04
-8.061806,8.316996,2011-03-27T08:55:56
-8.018673,8.291707,2011-03-27T09:11:48
-7.975539,8.266419,2011-03-27T09:27:40
-7.932406,8.241131,2011-03-27T09:43:32
-7.889272,8.215842,2011-03-27T09:59:24
-7.846139,8.190554,2011-03-27T10:15:16
-7.803005,8.165266,2011-03-27T10:31:08
-7.759872,8.139977,2011-03-27T10:47:00
-7.716738,8.114689,2011-03-27T11:02:52
-7.673605,8.089400,2011-03-27T11:18:44
-7.630471,8.064112,2011-03-27T11:34:36
-7.587338,8.038824,2011-03-27T11:50:28
-7.544204,8.013535,2011-03-27T12:06:20
-7.501071,7.988247,2011-03-27T12:22:12
-7.457937,7.962959,2011-03-27T12:38:04
-7.414804,7.937670,2011-03-27T12:53:56
-7.371670,7.912382,2011-03-27T13:09:48
-7.328537,7.887094,2011-03-27T13:25:40
-7.285403,7.861805,2011-03-27T13:41:32
-7.242270,7.836517,2011-03-27T13:57:24
-7.199136,7.811228,2011-03-27T14:13:16
-7.156003,7.785940,2011-03-27T14:29:08
-7.112869,7.760652,2011-03-27T14:45:00
-7.069736,7.735363,2011-03-27T15:00:52
-7.026602,7.710075,2011-03-27T15:16:44
-6.983469,7.684787,2011-03-27T15:32:36
-6.940335,7.659498,2011-03-27T15:48:28
-6.897202,7.634210,2011-03-27T16:04:20
-6.854068,7.608922,2011-03-27T16:20:12
-6.810935,7.583633,2011-03-27T16:36:04
-6.767801,7.558345,2011-03-27T16:51:56
-6.724668,7.533057,2011-03-27T17:07:48
-6.681534,7.507768,2011-03-27T17:23:40
