-44.045710,174.403410
-44.043723,174.406042
-44.041736,174.408675
-44.039749,174.411307
-44.037762,174.413940
-44.035775,174.416572
-44.033788,174.419205
-44.031801,174.421837
-44.029814,174.424470
-44.027828,174.427102
-44.025841,174.429734
-44.023854,174.432367
-44.021867,174.434999
-44.019880,174.437632
-44.017893,174.440264
-44.015906,174.442897
-44.013919,174.445529
-44.011932,174.448162
-44.009945,174.450794
-44.007958,174.453427
-44.005971,174.456059
-44.003984,174.458691
-44.001997,174.461324
-44.000010,174.463956
-43.998023,174.466589
-43.996037,174.469221
-43.994050,174.471854
-43.992063,174.474486
-43.990076,174.477119
-43.988089,174.479751
-43.986102,174.482383
-43.984115,174.485016
-43.982128,174.487648
-43.980141,174.490281
-43.978154,174.492913
-43.976167,174.495546
-43.974180,174.498178
-43.972193,174.500811
-43.970206,174.503443
-43.968219,174.506076
-43.966232,174.508708
-43.964246,174.511340
-43.962259,174.513973
-43.960272,174.516605
-43.958285,174.519238
-43.956298,174.521870
-43.954311,174.524503
-43.952324,174.527135
-43.950337,174.529768
-43.948350,174.532400
